ID,Testrail Link,Title,Automatability,Automation Assignee,Vendor Assignee,Automation Complexity,Automation Status,Capability,Complexity,Created On,Priority,Product,Status,Suite,Testing Phase,Testing Type,Test Type,Platform,Updated By,Updated On
C490915,https://myntfintech.testrail.io/index.php?/cases/view/490915,"[BE] Validate that for Local L3 which could not be downgraded, when the script is run, then the mobtel will revert to L1 via CRP Managment",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,Low,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C490916,https://myntfintech.testrail.io/index.php?/cases/view/490916,"[BE] Validate that for GI L3 which could not be downgraded, when the script is run, then the mobtel will revert to L1 via CRP Managment",Automatable,Stratpoint,Stratpoint,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,Low,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,4/29/2026 3:16 AM
C490917,https://myntfintech.testrail.io/index.php?/cases/view/490917,"[BE] Validate that for Junior Kids L3 which could not be downgraded, when the script is run, then the mobtel will revert to L1 via CRP Management",Automatable,Stratpoint,Stratpoint,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,Low,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,4/29/2026 3:16 AM
C490918,https://myntfintech.testrail.io/index.php?/cases/view/490918,"[BE] Validate that for Junior Kids teens which could not be downgraded, when the script is run, then the mobtel will revert to L1 via CRP Management",Automatable,Stratpoint,Stratpoint,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,Low,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,4/29/2026 3:16 AM
C490919,https://myntfintech.testrail.io/index.php?/cases/view/490919,[BE] Validate that all downgraded account can be upgraded to L3 via CRP Management,Automatable,Stratpoint,Stratpoint,Low,,KYC Application Dispositioning,High,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,4/29/2026 3:16 AM
C491000,https://myntfintech.testrail.io/index.php?/cases/view/491000,TRIBE14-8862[BE] 001[New ID List] Verify that the new ID Type Special Resident Retiree's Visa (SRRV) is visible in the ID Type dropdown in CRP Management,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491001,https://myntfintech.testrail.io/index.php?/cases/view/491001,TRIBE14-8862[BE] 002[New ID List] Verify that the new ID Type Alien Employment Permit is visible in the ID Type dropdown in CRP Management,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491002,https://myntfintech.testrail.io/index.php?/cases/view/491002,TRIBE14-8862[BE] 003[New ID List] Verify that the new ID Type Diplomat ID is visible in the ID Type dropdown in CRP Management,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491003,https://myntfintech.testrail.io/index.php?/cases/view/491003,TRIBE14-8862[BE] 004[ID Type] Verify that the Special Resident Retiree's Visa (SRRV) ID Type is visible in Trackings Page via L1-L3 in CRP Management,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491004,https://myntfintech.testrail.io/index.php?/cases/view/491004,TRIBE14-8862[BE] 005[ID Type] Verify that the Alien Employment Permit ID Type is visible in Trackings Page via L1-L3 in CRP Management,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491005,https://myntfintech.testrail.io/index.php?/cases/view/491005,TRIBE14-8862[BE] 006[ID Type] Verify that the Diplomat ID ID Type is visible in Trackings Page via L1-L3 in CRP Management,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491006,https://myntfintech.testrail.io/index.php?/cases/view/491006,TRIBE14-8862[BE] 007[ID Type] Verify that the Special Resident Retiree's Visa (SRRV) ID Type is visible in Trackings Page via L3-L3 in CRP Management,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491007,https://myntfintech.testrail.io/index.php?/cases/view/491007,TRIBE14-8862[BE] 008[ID Type] Verify that the Alien Employment Permit ID Type is visible in Trackings Page via L3-L3 in CRP Management,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491008,https://myntfintech.testrail.io/index.php?/cases/view/491008,TRIBE14-8862[BE] 009[ID Type] Verify that the Diplomat ID ID Type is visible in Trackings Page via L3-L3 in CRP Management,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491018,https://myntfintech.testrail.io/index.php?/cases/view/491018,TRIBE14-8862[BE] 019[Batch Modify Approved] Verify that the Jarvis user can approve uploaded Batch Modify CSV with no error for Special Resident Retiree's Visa (SRRV),Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491019,https://myntfintech.testrail.io/index.php?/cases/view/491019,TRIBE14-8862[BE] 020[Batch Modify Approved] Verify that the Jarvis user can approve uploaded Batch Modify CSV with no error for Alien Employment Permit,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491020,https://myntfintech.testrail.io/index.php?/cases/view/491020,TRIBE14-8862[BE] 021[Batch Modify Approved] Verify that the Jarvis user can approve uploaded Batch Modify CSV with no error for Diplomat ID,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491021,https://myntfintech.testrail.io/index.php?/cases/view/491021,TRIBE14-8862[BE] 022[ID Type All Jarvis Queues] Verify that the created profiles display Special Resident Retiree's Visa (SRRV) ID Type and are visible across all relevant Jarvis queues for the Jarvis user,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491022,https://myntfintech.testrail.io/index.php?/cases/view/491022,TRIBE14-8862[BE] 023[ID Type All Jarvis Queues] Verify that the created profiles display Alien Employment Permit ID Type and are visible across all relevant Jarvis queues for the Jarvis use,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491023,https://myntfintech.testrail.io/index.php?/cases/view/491023,TRIBE14-8862[BE] 024[ID Type All Jarvis Queues] Verify that the created profiles display Diplomat ID ID Type and are visible across all relevant Jarvis queues for the Jarvis use,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491024,https://myntfintech.testrail.io/index.php?/cases/view/491024,TRIBE14-8862[BE] 025[ID Type All Jarvis Queues] Verify that the modified profiles display Special Resident Retiree's Visa (SRRV) ID Type and are visible across all relevant Jarvis queues for the Jarvis use,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491025,https://myntfintech.testrail.io/index.php?/cases/view/491025,TRIBE14-8862[BE] 026[ID Type All Jarvis Queues] Verify that the modified profiles display Alien Employment Permit ID Type and are visible across all relevant Jarvis queues for the Jarvis use,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491026,https://myntfintech.testrail.io/index.php?/cases/view/491026,TRIBE14-8862[BE] 027[ID Type All Jarvis Queues] Verify that the modified profiles display Diplomat ID ID Type and are visible across all relevant Jarvis queues for the Jarvis use,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491027,https://myntfintech.testrail.io/index.php?/cases/view/491027,TRIBE14-8862[BE] 029[id_Name] Verify that the id_name SRRV uploaded in the CSV file reflect the corresponding Special Resident Retiree's Visa (SRRV) ID values in Jarvis application,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491028,https://myntfintech.testrail.io/index.php?/cases/view/491028,TRIBE14-8862[BE] 030[id_Name] Verify that the id_name AEP uploaded in the CSV file reflect the corresponding Alien Employment Permit values in Jarvis application,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491029,https://myntfintech.testrail.io/index.php?/cases/view/491029,TRIBE14-8862[BE] 031[id_Name] Verify that the id_name Diplomat ID uploaded in the CSV file reflect the corresponding Diplomat ID values in Jarvis application,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491030,https://myntfintech.testrail.io/index.php?/cases/view/491030,"TRIBE14-8862[BE] 032[id_Name] Verify that Batch function can be able to accept the CSV file if the id_name SRRV is in upper case, lower case or mixed case",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491031,https://myntfintech.testrail.io/index.php?/cases/view/491031,"TRIBE14-8862[BE] 033[id_Name] Verify that Batch function can be able to accept the CSV file if the id_name AEP is in upper case, lower case or mixed case",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491032,https://myntfintech.testrail.io/index.php?/cases/view/491032,"TRIBE14-8862[BE] 034[id_Name] Verify that Batch function can be able to accept the CSV file if the id_name Diplomat ID is in upper case, lower case or mixed case",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491033,https://myntfintech.testrail.io/index.php?/cases/view/491033,TRIBE14-8862[BE] 035[id_Name] Verify that Batch function can be able to trim white spaces before and after the id_name SRRV and accept it,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491034,https://myntfintech.testrail.io/index.php?/cases/view/491034,TRIBE14-8862[BE] 036[id_Name] Verify that Batch function can be able to trim white spaces before and after the id_name AEP and accept it,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491035,https://myntfintech.testrail.io/index.php?/cases/view/491035,TRIBE14-8862[BE] 037[id_Name] Verify that Batch function can be able to trim white spaces before and after the id_name Diplomat ID and accept it,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491638,https://myntfintech.testrail.io/index.php?/cases/view/491638,TRIBE14-15207[AND] 001[National ID (Paper type)/Digital National ID PCN][Local]Verify that the system automatically add formatting dashes upon manually inputting PCN number in PhilSys Card Number text field in PSA National ID,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491639,https://myntfintech.testrail.io/index.php?/cases/view/491639,TRIBE14-15207[AND] 002[ePhil ID Paper type PCN][Local]Verify that the system automatically add formatting dashes upon copy and pasting PCN number in PhilSys Card Number textfield in PSA National ID Authentication screen,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491640,https://myntfintech.testrail.io/index.php?/cases/view/491640,TRIBE14-15207[AND] 003[National ID (Paper type)/Digital National ID PCN][International]Verify that the system automatically add formatting dashes upon manually inputting PCN number in PhilSys Card Number text field in PSA National ID,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491641,https://myntfintech.testrail.io/index.php?/cases/view/491641,TRIBE14-15207[AND] 004[ePhil ID Paper type PCN][International]Verify that the system automatically add formatting dashes upon copy and pasting PCN number in PhilSys Card Number textfield in PSA National ID Authentication screen,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491654,https://myntfintech.testrail.io/index.php?/cases/view/491654,TRIBE14-15207[AND] 017[ePhil ID Paper type/Digital National ID PCN][Local]Verify that the user will not be able to proceed and will display an inline error message after submit PCN number is blank in PSA National ID Authentication screen,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491655,https://myntfintech.testrail.io/index.php?/cases/view/491655,TRIBE14-15207[IOS] 018[National ID (Paper type)/Digital National ID PCN][Local]Verify that the system automatically add formatting dashes upon manually inputting PCN number in PhilSys Card Number text field in PSA National ID,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491656,https://myntfintech.testrail.io/index.php?/cases/view/491656,TRIBE14-15207[IOS] 019[ePhil ID Paper type PCN][Local]Verify that the system automatically add formatting dashes upon copy and pasting PCN number in PhilSys Card Number textfield in PSA National ID Authentication screen,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491657,https://myntfintech.testrail.io/index.php?/cases/view/491657,TRIBE14-15207[IOS] 020[National ID (Paper type)/Digital National ID PCN][International]Verify that the system automatically add formatting dashes upon manually inputting PCN number in PhilSys Card Number text field in PSA National ID,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491658,https://myntfintech.testrail.io/index.php?/cases/view/491658,TRIBE14-15207[IOS] 021[ePhil ID Paper type PCN][International]Verify that the system automatically add formatting dashes upon copy and pasting PCN number in PhilSys Card Number textfield in PSA National ID Authentication screen,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491659,https://myntfintech.testrail.io/index.php?/cases/view/491659,"TRIBE14-15207[IOS] 022[ePhil ID Paper type PCN][Local][EKYC]Verify that after successful KYC application, PCN Number with dash will display across all relevant queues in Jarvis Portal",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491660,https://myntfintech.testrail.io/index.php?/cases/view/491660,"TRIBE14-15207[IOS] 023[Digital National ID PCN][Local][EKYC]Verify that after successful KYC application, PCN Number with dash will display across all relevant queues in Jarvis Portal.",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491661,https://myntfintech.testrail.io/index.php?/cases/view/491661,"TRIBE14-15207[IOS] 024[ePhil ID Paper type PCN][International][EKYC]Verify that after successful KYC application, PCN Number with dash will display across all relevant queues in Jarvis Portal",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491662,https://myntfintech.testrail.io/index.php?/cases/view/491662,"TRIBE14-15207[IOS] 025[Digital National ID PCN][International][EKYC]Verify that after successful KYC application, PCN Number with dash will display across all relevant queues in Jarvis Portal.",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491663,https://myntfintech.testrail.io/index.php?/cases/view/491663,"TRIBE14-15207[IOS] 026[ePhil ID Paper type PCN][Local][REKYC]Verify that after successful KYC application, PCN Number with dash will display across all relevant queues in Jarvis Portal",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491664,https://myntfintech.testrail.io/index.php?/cases/view/491664,"TRIBE14-15207[IOS] 027[Digital National ID PCN][Local][REKYC]Verify that after successful KYC application, PCN Number with dash will display across all relevant queues in Jarvis Portal.",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491665,https://myntfintech.testrail.io/index.php?/cases/view/491665,"TRIBE14-15207[IOS] 028[ePhil ID Paper type PCN][Local]Verify that after successful KYC application, PCN Number with dash will display in jarvisDB.",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Low,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491666,https://myntfintech.testrail.io/index.php?/cases/view/491666,"TRIBE14-15207[IOS] 029[Digital National ID PCN][Local]Verify that after successful KYC application, PCN Number with dash will display in jarvisDB.",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Low,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491667,https://myntfintech.testrail.io/index.php?/cases/view/491667,TRIBE14-15207[IOS] 030[more than 16 digits][Local]Verify that the application is auto rejected when the user inputs PCN number more than 16 digits on PSA National ID Authentication screen,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491668,https://myntfintech.testrail.io/index.php?/cases/view/491668,TRIBE14-15207[IOS] 031[less than 16 digits][Local]Verify that the application is auto rejected when the user inputs PCN number ess than 16 digits on PSA National ID Authentication screen,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491669,https://myntfintech.testrail.io/index.php?/cases/view/491669,TRIBE14-15207[IOS] 032[special characters][Local] Verify that the application is auto rejected when the user inputs PCN number special characters on PSA National ID Authentication screen,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491670,https://myntfintech.testrail.io/index.php?/cases/view/491670,TRIBE14-15207[IOS] 033[alphanumeric][Local] Verify that the application is auto rejected when the user inputs PCN number alphanumeric on PSA National ID Authentication screen,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C491671,https://myntfintech.testrail.io/index.php?/cases/view/491671,TRIBE14-15207[IOS] 034[ePhil ID Paper type/Digital National ID PCN][Local]Verify that the user will not be able to proceed and will display an inline error message after submit PCN number is blank in PSA National ID Authentication screen,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C670737,https://myntfintech.testrail.io/index.php?/cases/view/670737,[WEB] 002Verify that User is able to view the approved Batch Create file in different Modules with single entry and valid ID names,Automatable,Stratpoint,Stratpoint,High,,KYC Application Dispositioning,High,8/7/2025 1:27 PM,Medium,KYC Manual,New,TRIBE14 | GRCX,BE Regression,web,web,web,QA Automation 6,4/29/2026 3:16 AM
C670739,https://myntfintech.testrail.io/index.php?/cases/view/670739,[WEB] 004Verify that User is able to view the approved Batch Create file in different Modules with multiple entry and valid ID,Automatable,Stratpoint,Stratpoint,High,,KYC Application Dispositioning,High,8/7/2025 1:27 PM,Medium,KYC Manual,New,TRIBE14 | GRCX,BE Regression,web,web,web,QA Automation 6,4/29/2026 3:16 AM
C670741,https://myntfintech.testrail.io/index.php?/cases/view/670741,[WEB] 006Verify that User is able to view the approved Batch Create file in different Modules with single entry and invalid ID names,Automatable,Stratpoint,Stratpoint,High,,KYC Application Dispositioning,High,8/7/2025 1:27 PM,Medium,KYC Manual,New,TRIBE14 | GRCX,BE Regression,web,web,web,QA Automation 6,4/29/2026 3:16 AM
C670743,https://myntfintech.testrail.io/index.php?/cases/view/670743,[WEB] 008Verify that User is able to view the approved Batch Create file in different Modules with multiple entry and invalid ID,Automatable,Stratpoint,Stratpoint,High,,KYC Application Dispositioning,High,8/7/2025 1:27 PM,Medium,KYC Manual,New,TRIBE14 | GRCX,BE Regression,web,web,web,QA Automation 6,4/29/2026 3:16 AM
C670745,https://myntfintech.testrail.io/index.php?/cases/view/670745,[WEB] 010Verify that User is able to view the approved Batch Create file in different Modules with multiple entry and invalid ID,Automatable,Stratpoint,Stratpoint,High,,KYC Application Dispositioning,High,8/7/2025 1:27 PM,Medium,KYC Manual,New,TRIBE14 | GRCX,BE Regression,web,web,web,QA Automation 6,4/29/2026 3:16 AM
C670747,https://myntfintech.testrail.io/index.php?/cases/view/670747,[WEB] 012Verify that User is able to view the approved Batch Create file in different Modules with combination of valid and invalid ID names,Automatable,Stratpoint,Stratpoint,High,,KYC Application Dispositioning,High,8/7/2025 1:27 PM,Medium,KYC Manual,New,TRIBE14 | GRCX,BE Regression,web,web,web,QA Automation 6,4/29/2026 3:16 AM
C670754,https://myntfintech.testrail.io/index.php?/cases/view/670754,[WEB] 019Verify that User is able to view the approved Batch Modify file in different Modules with single entry and valid ID names,Automatable,Stratpoint,Stratpoint,High,,KYC Application Dispositioning,High,8/7/2025 1:27 PM,Medium,KYC Manual,New,TRIBE14 | GRCX,BE Regression,web,web,web,QA Automation 6,4/29/2026 3:16 AM
C670756,https://myntfintech.testrail.io/index.php?/cases/view/670756,[WEB] 021Verify that User is able to view the approved Batch Modify file in different Modules with multiple entry and valid ID,Automatable,Stratpoint,Stratpoint,High,,KYC Application Dispositioning,High,8/7/2025 1:27 PM,Medium,KYC Manual,New,TRIBE14 | GRCX,BE Regression,web,web,web,QA Automation 6,4/29/2026 3:16 AM
